num_genero,genero,titulo,tipo,archivo_mp3,ficha_letra,url
001,Balada_Pop_Jazz_Blues_Soul,Without Your Weight,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/001-Without_Your_Weight.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/001-Without_Your_Weight.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123204/Without_Your_Weight_kvhbd6.mp3
002,Balada_Pop_Jazz_Blues_Soul,Vuelvo a Tu Puerta,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/002-Vuelvo_a_Tu_Puerta.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/002-Vuelvo_a_Tu_Puerta.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123192/Vuelvo_a_Tu_Puerta_xb5wog.mp3
003,Balada_Pop_Jazz_Blues_Soul,VolaresdelParaiso,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/003-VolaresdelParaiso.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/003-VolaresdelParaiso.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123178/VolaresdelParaiso_r5hlbh.mp3
004,Balada_Pop_Jazz_Blues_Soul,Victoria,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/004-Victoria.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/004-Victoria.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123174/Victoria_dsh6uq.mp3
005,Balada_Pop_Jazz_Blues_Soul,Veran Tardo,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/005-Veran_Tardo.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/005-Veran_Tardo.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123160/Veran_Tardo_na9tgr.mp3
006,Balada_Pop_Jazz_Blues_Soul,Ven Acá Sensual Nocturno,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/006-Ven_Acá_Sensual_Nocturno.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/006-Ven_Acá_Sensual_Nocturno.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123172/Ven_Ac%C3%A1_Sensual_Nocturno_anhqik.mp3
007,Balada_Pop_Jazz_Blues_Soul,Vamos a Bailar,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/007-Vamos_a_Bailar.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/007-Vamos_a_Bailar.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123158/Vamos_a_Bailar_yydha5.mp3
008,Balada_Pop_Jazz_Blues_Soul,UniversoenloSimple,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/008-UniversoenloSimple.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/008-UniversoenloSimple.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123153/UniversoenloSimple_ha2iwe.mp3
009,Balada_Pop_Jazz_Blues_Soul,Tu eres mi verdad,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/009-Tu_eres_mi_verdad.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/009-Tu_eres_mi_verdad.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123133/Tu_eres_mi_verdad_kyw01v.mp3
010,Balada_Pop_Jazz_Blues_Soul,TuIndecision,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/010-TuIndecision.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/010-TuIndecision.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123140/TuIndecision_bjgujn.mp3
011,Balada_Pop_Jazz_Blues_Soul,Transformación,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/011-Transformación.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/011-Transformación.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123130/Transformaci%C3%B3n_skakdr.mp3
012,Balada_Pop_Jazz_Blues_Soul,Tiempo Final,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/012-Tiempo_Final.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/012-Tiempo_Final.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123134/Tiempo_Final_xwmlgo.mp3
013,Balada_Pop_Jazz_Blues_Soul,Te voy a amar,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/013-Te_voy_a_amar.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/013-Te_voy_a_amar.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123130/Te_voy_a_amar_amdvzz.mp3
014,Balada_Pop_Jazz_Blues_Soul,Te veo Bailando,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/014-Te_veo_Bailando.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/014-Te_veo_Bailando.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123095/Te_veo_Bailando_fikixk.mp3
015,Balada_Pop_Jazz_Blues_Soul,Te dejo volar,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/015-Te_dejo_volar.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/015-Te_dejo_volar.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123096/Te_dejo_volar_igjp19.mp3
016,Balada_Pop_Jazz_Blues_Soul,Te dejo ser feliz,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/016-Te_dejo_ser_feliz.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/016-Te_dejo_ser_feliz.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123103/Te_dejo_ser_feliz_exphrh.mp3
017,Balada_Pop_Jazz_Blues_Soul,Susurros de Medianoche,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/017-Susurros_de_Medianoche.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/017-Susurros_de_Medianoche.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123103/Susurros_de_Medianoche_encmge.mp3
018,Balada_Pop_Jazz_Blues_Soul,Stay Here,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/018-Stay_Here.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/018-Stay_Here.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123076/Stay_Here_dfkst2.mp3
019,Balada_Pop_Jazz_Blues_Soul,Soy tu Llama,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/019-Soy_tu_Llama.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/019-Soy_tu_Llama.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123072/Soy_tu_Llama_uq5di0.mp3
020,Balada_Pop_Jazz_Blues_Soul,Soy Mía,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/020-Soy_Mía.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/020-Soy_Mía.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123059/Soy_M%C3%ADa_emmtzs.mp3
021,Balada_Pop_Jazz_Blues_Soul,SolyAncla,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/021-SolyAncla.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/021-SolyAncla.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123060/SolyAncla_v5auhd.mp3
022,Balada_Pop_Jazz_Blues_Soul,Siete Puertas tetrica,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/022-Siete_Puertas_tetrica.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/022-Siete_Puertas_tetrica.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123045/Siete_Puertas_tetrica_otkmkl.mp3
023,Balada_Pop_Jazz_Blues_Soul,Senderos de Verdad,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/023-Senderos_de_Verdad.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/023-Senderos_de_Verdad.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123060/Senderos_de_Verdad_dbzeff.mp3
024,Balada_Pop_Jazz_Blues_Soul,SenderodeLuz sinfonica,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/024-SenderodeLuz_sinfonica.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/024-SenderodeLuz_sinfonica.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123080/SenderodeLuz-sinfonica_fj1yru.mp3
025,Balada_Pop_Jazz_Blues_Soul,SenderodeLuz coral,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/025-SenderodeLuz_coral.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/025-SenderodeLuz_coral.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123021/SenderodeLuz-coral_eyw39a.mp3
026,Balada_Pop_Jazz_Blues_Soul,Rutas sin Final,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/026-Rutas_sin_Final.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/026-Rutas_sin_Final.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123026/Rutas_sin_Final_fwbivv.mp3
027,Balada_Pop_Jazz_Blues_Soul,Risa de Mañana,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/027-Risa_de_Mañana.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/027-Risa_de_Mañana.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123024/Risa_de_Ma%C3%B1ana_hoivrn.mp3
028,Balada_Pop_Jazz_Blues_Soul,Renacer,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/028-Renacer.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/028-Renacer.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123020/Renacer_hmvh3n.mp3
029,Balada_Pop_Jazz_Blues_Soul,Profunda conexión,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/029-Profunda_conexión.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/029-Profunda_conexión.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123003/Profunda_conexi%C3%B3n_i18mwu.mp3
030,Balada_Pop_Jazz_Blues_Soul,Portuamor,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/030-Portuamor.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/030-Portuamor.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123018/Portuamor_smcu1b.mp3
031,Balada_Pop_Jazz_Blues_Soul,PeregrinajedeAmor,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/031-PeregrinajedeAmor.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/031-PeregrinajedeAmor.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776122991/PeregrinajedeAmor_rhwyoy.mp3
032,Balada_Pop_Jazz_Blues_Soul,PerdonyEsperanza,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/032-PerdonyEsperanza.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/032-PerdonyEsperanza.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776122974/PerdonyEsperanza_leluqe.mp3
033,Balada_Pop_Jazz_Blues_Soul,Perdonamemiamor,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/033-Perdonamemiamor.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/033-Perdonamemiamor.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776122989/Perdonamemiamor_pvr2yo.mp3
034,Balada_Pop_Jazz_Blues_Soul,Pan y Silencio,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/034-Pan_y_Silencio.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/034-Pan_y_Silencio.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776122970/Pan_y_Silencio_hkhrbx.mp3
035,Balada_Pop_Jazz_Blues_Soul,Pan y Raíces,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/035-Pan_y_Raíces.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/035-Pan_y_Raíces.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776122974/Pan_y_Ra%C3%ADces_c70eoc.mp3
036,Balada_Pop_Jazz_Blues_Soul,Nuestra conexión,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/036-Nuestra_conexión.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/036-Nuestra_conexión.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776122961/Nuestra_conexi%C3%B3n_fzxhw6.mp3
037,Balada_Pop_Jazz_Blues_Soul,NocheSinPromesas,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/037-NocheSinPromesas.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/037-NocheSinPromesas.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776122960/NocheSinPromesas_lgxevd.mp3
038,Balada_Pop_Jazz_Blues_Soul,MusadeOriente,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/038-MusadeOriente.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/038-MusadeOriente.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776122943/MusadeOriente_vwkntl.mp3
039,Balada_Pop_Jazz_Blues_Soul,MusadeCafe,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/039-MusadeCafe.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/039-MusadeCafe.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776122943/MusadeCafe_panh9l.mp3
040,Balada_Pop_Jazz_Blues_Soul,MasqueAmigos,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/040-MasqueAmigos.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/040-MasqueAmigos.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776122923/MasqueAmigos_hmeubi.mp3
041,Balada_Pop_Jazz_Blues_Soul,LunadePasion,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/041-LunadePasion.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/041-LunadePasion.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776122923/LunadePasion_ecmvpi.mp3
042,Balada_Pop_Jazz_Blues_Soul,Lo Que Sostiene,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/042-Lo_Que_Sostiene.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/042-Lo_Que_Sostiene.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776122910/Lo_Que_Sostiene_nix1lh.mp3
043,Balada_Pop_Jazz_Blues_Soul,La Herida Que No Se Olvida,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/043-La_Herida_Que_No_Se_Olvida.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/043-La_Herida_Que_No_Se_Olvida.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776122902/La_Herida_Que_No_Se_Olvida_mkdwtv.mp3
044,Balada_Pop_Jazz_Blues_Soul,Karma,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/044-Karma.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/044-Karma.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776122918/Karma_hapiax.mp3
045,Balada_Pop_Jazz_Blues_Soul,Jardín del Alma,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/045-Jardín_del_Alma.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/045-Jardín_del_Alma.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123194/Jard%C3%ADn_del_Alma_k5fe2o.mp3
046,Balada_Pop_Jazz_Blues_Soul,Hasta que sea Tuya,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/046-Hasta_que_sea_Tuya.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/046-Hasta_que_sea_Tuya.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776122929/Hasta_que_sea_Tuya_s0vu6x.mp3
047,Balada_Pop_Jazz_Blues_Soul,Fuego en las Venas,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/047-Fuego_en_las_Venas.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/047-Fuego_en_las_Venas.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776122884/Fuego_en_las_Venas_zv7lus.mp3
048,Balada_Pop_Jazz_Blues_Soul,Fuego en las Venas v2,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/048-Fuego_en_las_Venas_v2.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/048-Fuego_en_las_Venas_v2.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776122890/Fuego_en_las_Venas_v2_xm4u4j.mp3
049,Balada_Pop_Jazz_Blues_Soul,Fuego en las Venas Acústico,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/049-Fuego_en_las_Venas_Acústico.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/049-Fuego_en_las_Venas_Acústico.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776122933/Fuego_en_las_Venas__Ac%C3%BAstico_xfmte6.mp3
050,Balada_Pop_Jazz_Blues_Soul,Fuego en la Piel,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/050-Fuego_en_la_Piel.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/050-Fuego_en_la_Piel.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776122845/Fuego_en_la_Piel_akrslu.mp3
051,Balada_Pop_Jazz_Blues_Soul,Fuego Entre Dos Jazz Blues Sensual,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/051-Fuego_Entre_Dos_Jazz_Blues_Sensual.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/051-Fuego_Entre_Dos_Jazz_Blues_Sensual.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776122868/Fuego_Entre_Dos_Jazz_Blues_Sensual_plybfn.mp3
052,Balada_Pop_Jazz_Blues_Soul,Fe En La Distancia,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/052-Fe_En_La_Distancia.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/052-Fe_En_La_Distancia.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776122822/Fe_En_La_Distancia_ktcvbu.mp3
053,Balada_Pop_Jazz_Blues_Soul,Faro en la Niebla,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/053-Faro_en_la_Niebla.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/053-Faro_en_la_Niebla.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776122870/Faro_en_la_Niebla_l6xrzz.mp3
054,Balada_Pop_Jazz_Blues_Soul,EternidadenJazz,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/054-EternidadenJazz.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/054-EternidadenJazz.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776122871/EternidadenJazz_hg5eiq.mp3
055,Balada_Pop_Jazz_Blues_Soul,Eternidad en Jazz,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/055-Eternidad_en_Jazz.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/055-Eternidad_en_Jazz.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776122865/Eternidad_en_Jazz_q2o3hk.mp3
056,Balada_Pop_Jazz_Blues_Soul,Eterna Alegría,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/056-Eterna_Alegría.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/056-Eterna_Alegría.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776122811/Eterna_Alegr%C3%ADa_llkqcx.mp3
057,Balada_Pop_Jazz_Blues_Soul,EternaResonancia,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/057-EternaResonancia.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/057-EternaResonancia.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776122847/EternaResonancia_qgizew.mp3
058,Balada_Pop_Jazz_Blues_Soul,Eres libre,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/058-Eres_libre.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/058-Eres_libre.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123406/Eres_libre_p5g2s7.mp3
059,Balada_Pop_Jazz_Blues_Soul,EntreTuyYo,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/059-EntreTuyYo.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/059-EntreTuyYo.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123401/EntreTuyYo_yuimqe.mp3
060,Balada_Pop_Jazz_Blues_Soul,EnigmadeAmor,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/060-EnigmadeAmor.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/060-EnigmadeAmor.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123403/EnigmadeAmor_d17oud.mp3
061,Balada_Pop_Jazz_Blues_Soul,Encanto,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/061-Encanto.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/061-Encanto.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123380/Encanto_jqywl5.mp3
062,Balada_Pop_Jazz_Blues_Soul,En Ti Confío,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/062-En_Ti_Confío.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/062-En_Ti_Confío.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123397/En_Ti_Conf%C3%ADo_cmjozi.mp3
063,Balada_Pop_Jazz_Blues_Soul,En El Mercado,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/063-En_El_Mercado.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/063-En_El_Mercado.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123384/En_El_Mercado_etct9p.mp3
064,Balada_Pop_Jazz_Blues_Soul,Empoderada,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/064-Empoderada.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/064-Empoderada.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123400/Empoderada_cyd4nf.mp3
065,Balada_Pop_Jazz_Blues_Soul,ElectricDreams,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/065-ElectricDreams.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/065-ElectricDreams.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123396/ElectricDreams_xpkruf.mp3
066,Balada_Pop_Jazz_Blues_Soul,ElamorFluye,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/066-ElamorFluye.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/066-ElamorFluye.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123384/ElamorFluye_h609hs.mp3
067,Balada_Pop_Jazz_Blues_Soul,El Viento del Amor,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/067-El_Viento_del_Amor.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/067-El_Viento_del_Amor.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123346/El_Viento_del_Amor_y6v3iw.mp3
068,Balada_Pop_Jazz_Blues_Soul,El Peso del Milagro,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/068-El_Peso_del_Milagro.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/068-El_Peso_del_Milagro.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123350/El_Peso_del_Milagro_hsvmyk.mp3
069,Balada_Pop_Jazz_Blues_Soul,ElAmorylaVida,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/069-ElAmorylaVida.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/069-ElAmorylaVida.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123355/ElAmorylaVida_bqsr5e.mp3
070,Balada_Pop_Jazz_Blues_Soul,Ecos de Conciencia,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/070-Ecos_de_Conciencia.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/070-Ecos_de_Conciencia.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123345/Ecos_de_Conciencia_ekmuq5.mp3
071,Balada_Pop_Jazz_Blues_Soul,Destino y Razón,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/071-Destino_y_Razón.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/071-Destino_y_Razón.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123318/Destino_y_Raz%C3%B3n_kmovkx.mp3
072,Balada_Pop_Jazz_Blues_Soul,DejameAmartesinFronteras trio,con_letra_o_voz,01-FONOGRAMAS/Balada_Pop_Jazz_Blues_Soul/072-DejameAmartesinFronteras_trio.mp3,02-LETRAS/Balada_Pop_Jazz_Blues_Soul/072-DejameAmartesinFronteras_trio.txt,https://res.cloudinary.com/dgkruw6n7/video/upload/v1776123353/DejameAmartesinFronteras_trio_the7eh.mp3
